scaffold	type	Quality
NC_023719.1 Bacillus phage G, complete genome	lytic	high quality draft
NC_028901.1 Escherichia phage slur05, complete genome	lytic	medium quality draft
NC_047769.1 Escherichia virus AAPEc6, complete genome	lytic	high quality draft
NC_028968.1 Mycobacterium phage BrownCNA, complete genome	lytic	high quality draft
NC_054893.1 Escherichia phage vB_EcoS_W011D, complete genome	lytic	high quality draft
NC_015584.1 Mycobacterium phage Faith1, complete genome	lysogenic	high quality draft
NC_061450.1 Erwinia phage pEa_SNUABM_5, complete genome	lytic	high quality draft
NC_016163.1 Yersinia phage phiR1-37, complete genome	lytic	high quality draft
NC_002166.1 Bacteriophage HK022, complete genome	lysogenic	high quality draft
NC_041950.1 Gordonia phage Katyusha, complete genome	lytic	high quality draft
NC_040373.1 Alces alces faeces associated microvirus MP18 4940, complete genome	lytic	low quality draft
NC_029548.1 Pyrobaculum filamentous virus 1, complete genome	lytic	low quality draft
NC_007052.1 Staphylococcus phage 42e, complete genome	lysogenic	high quality draft
NC_054892.1 Escherichia phage vB_EcoS_PHB17, complete genome	lytic	high quality draft
NC_027356.1 Enterobacteria phage DT57C, complete genome	lytic	high quality draft
NC_020857.1 Cyanophage MED4-117 genomic sequence	lytic	medium quality draft
NC_055893.1 CrAssphage cr4_1, complete genome	lytic	medium quality draft
NC_047943.1 Haloarcula hispanica pleomorphic virus 4, complete genome	lysogenic	low quality draft
NC_048055.1 Curvibacter phage P26059B, complete genome	lytic	high quality draft
NC_048095.1 Arthrobacter phage Judy, complete genome	lysogenic	medium quality draft
NC_049433.1 Escherichia phage EP75, complete genome	lytic	high quality draft
NC_018831.1 Listeria phage P70, complete genome	lytic	high quality draft
NC_042037.1 Aeromonas phage pIS4-A genomic sequence	lytic	medium quality draft
NC_022337.1 Propionibacterium phage PHL071N05, complete genome	lytic	high quality draft
NC_007734.1 Bacillus phage WBeta, complete genome	lytic	high quality draft
NC_054901.1 Citrobacter phage PhiZZ23, complete genome	lytic	high quality draft
NC_048783.1 Gordonia phage Beaver, complete genome	lytic	high quality draft
NC_047758.1 Pectobacterium phage PPWS1 DNA, complete genome	lytic	high quality draft
NC_050145.1 Pseudomonas phage PaGU11 DNA, complete genome	lytic	high quality draft
NC_049468.1 Arthrobacter phage Zartrosa, complete genome	lytic	high quality draft
NC_042335.1 Mycobacterium virus Saintus, complete genome	lytic	high quality draft
NC_031035.1 Mycobacterium phage Gengar, complete genome	lytic	high quality draft
NC_031086.1 Acinetobacter phage phiAB6, complete genome	lytic	high quality draft
NC_055904.1 CrAssphage cr273_1, complete genome	lytic	low quality draft
NC_009965.1 Acidianus rod-shaped virus 1, complete genome	lytic	low quality draft
NC_027633.1 Gokushovirinae Bog1183_53, complete genome	lytic	low quality draft
NC_023844.1 Cassava associated gemycircularvirus 1 isolate G14, complete genome	lytic	low quality draft
NC_018850.2 Pseudomonas phage UFV-P2, complete genome	lytic	high quality draft
NC_020837.1 Synechococcus phage S-CAM1 genomic sequence	lytic	high quality draft
NC_009811.2 Listeria phage A511, complete genome	lytic	high quality draft
NC_052431.1 Mycobacterium phage GageAP, complete genome	lytic	high quality draft
NC_013647.1 Klebsiella phage KP32, complete genome	lytic	high quality draft
NC_009763.3 Staphylococcus phage tp310-3, complete sequence	lysogenic	medium quality draft
NC_048669.1 Rhodococcus phage Hiro, complete genome	lytic	high quality draft
NC_054456.1 Mycobacterium phage Jamie19, complete genome	lysogenic	low quality draft
NC_048741.1 Proteus phage Mydo, complete genome	lytic	high quality draft
NC_025449.1 Escherichia phage ECML-134, complete genome	lytic	high quality draft
NC_055898.1 CrAssphage cr115_1, complete genome	lytic	low quality draft
NC_048047.1 Caulobacter phage CcrBL9, complete genome	lysogenic	high quality draft
NC_049486.1 Lactococcus phage CHPC959, complete genome	lytic	low quality draft
NC_047900.1 Klebsiella phage May, complete genome	lytic	high quality draft
NC_032978.1 Shuangao insect virus 8 strain insectZJ96360 hypothetical protein 1, hypothetical protein 2, hypothetical protein 3, and hypothetical protein 4 genes, complete cds	lytic	low quality draft
NC_023716.1 Mycobacterium phage Alma, complete genome	lytic	high quality draft
NC_048722.1 Streptomyces phage Wofford, complete genome	lytic	high quality draft
NC_049354.1 Lactococcus phage 936 group phage PhiA.16, complete genome	lytic	low quality draft
NC_054459.1 Xanthomonas phage XPV1, complete genome	lytic	high quality draft
NC_011039.1 Mycobacterium phage Predator, complete genome	lytic	high quality draft
NC_041956.1 Propionibacterium phage PHL117M01, complete genome	lytic	high quality draft
NC_002321.1 Staphylococcus phage PVL proviral DNA, complete sequence	lysogenic	high quality draft
NC_052412.1 Mycobacterium phage Adahisdi, complete genome	lytic	high quality draft
NC_049422.1 Lactococcus phage LP0209, complete genome	lytic	low quality draft
NC_028687.1 Mycobacterium phage Iracema64, complete genome	lytic	high quality draft
NC_003299.1 Pseudomonas phage phi8 segment L, complete sequence	lytic	low quality draft
NC_028979.1 Mycobacterium phage Cheetobro, complete genome	lysogenic	medium quality draft
NC_049408.1 Lactococcus phage 62605, complete genome	lytic	low quality draft
NC_021561.1 Vibrio phage pYD38-B genomic sequence	lytic	high quality draft
NC_031121.2 Bacillus phage Aurora, complete genome	lytic	high quality draft
NC_018285.1 Streptococcus phage YMC-2011, complete genome	lysogenic	high quality draft
NC_048867.1 Salmonella phage faergetype, complete genome	lytic	high quality draft
NC_048729.1 Mycobacterium phage Renaud18, complete genome	lysogenic	medium quality draft
NC_052981.1 Proteus phage PM87, complete genome	lytic	high quality draft
NC_047898.1 Salmonella phage YSP2, complete genome	lytic	high quality draft
NC_007023.1 Enterobacteria phage RB43, complete genome	lytic	high quality draft
NC_007820.1 Coliphage NC35, complete genome	lytic	low quality draft
NC_005881.2 Ostreid herpesvirus 1, complete genome	lytic	medium quality draft
NC_028689.1 Mycobacterium phage Colbert, complete genome	lytic	high quality draft
NC_003525.1 Stx2 converting phage I, complete genome	lysogenic	high quality draft
NC_038931.1 Thermoproteus tenax virus 1 (TTV1) genome	lytic	low quality draft
NC_005361.1 Sulfolobus virus Kamchatka 1, complete genome	lysogenic	medium quality draft
NC_051617.1 Mycobacterium phage Chris, complete genome	lysogenic	high quality draft
NC_010762.1 Mycobacterium phage BPs, complete genome	lysogenic	low quality draft
NC_051720.1 Mycobacterium phage Zerg, complete genome	lysogenic	medium quality draft
NC_022340.1 Propionibacterium phage PHL114L00, complete genome	lytic	high quality draft
NC_048637.1 Bacteriophage vB_NpeS-2AV2, complete genome	lytic	medium quality draft
NC_051705.1 Mycobacterium phage Royals2015, complete genome	lysogenic	medium quality draft
NC_055845.1 Yersinia phage vB_YpM_46, complete genome	lysogenic	high quality draft
NC_039061.1 Human associated huchismacovirus 1 isolate Oregon/6/2011/GottageGrove/5A1, complete genome	lytic	low quality draft
NC_051619.1 Mycobacterium phage KiSi, complete genome	lysogenic	high quality draft
NC_011269.2 Mycobacterium phage ScottMcG, complete genome	lytic	high quality draft
NC_017975.1 Halocynthia phage JM-2012, complete genome	lytic	high quality draft
NC_020159.1 Halovirus HSTV-2, complete genome	lysogenic	medium quality draft
NC_028774.1 Klebsiella phage Sushi, complete genome	lytic	high quality draft
NC_047934.1 Yersinia phage fPS-9 genome assembly, complete genome: monopartite	lytic	high quality draft
NC_009531.1 Cyanophage Syn5, complete genome	lysogenic	high quality draft
NC_052434.1 Mycobacterium phage ILeeKay, complete genome	lytic	high quality draft
NC_033275.1 Chicken associated smacovirus strain RS/BR/2015/4, complete genome	lytic	low quality draft
NC_054946.1 Ralstonia phage Simangalove, complete genome	lytic	high quality draft
NC_028779.1 Mycobacterium phage Carcharodon, complete genome	lysogenic	low quality draft
NC_047877.1 Bordetella phage CN2, complete genome	lytic	high quality draft
NC_009018.1 Streptococcus phage phi3396, complete genome	lysogenic	medium quality draft
NC_017695.1 Lactococcus Phage ASCC273, complete genome	lytic	low quality draft
NC_051738.1 Mycobacterium phage ThulaThula, complete genome	lysogenic	medium quality draft
NC_048153.1 Streptomyces phage Austintatious, complete genome	lytic	high quality draft
NC_047893.1 Escherichia phage DTL, complete genome	lytic	high quality draft
NC_028659.1 Klebsiella phage vB_KpnM_KB57, complete genome	lytic	high quality draft
NC_054999.1 Lactococcus phage vB_LLc_bIBB14, complete genome	lytic	medium quality draft
NC_025448.1 Enterobacteria phage RB27, complete genome	lytic	high quality draft
NC_047810.1 Escherichia phage vB_EcoS-IME253, complete genome	lytic	high quality draft
NC_048201.1 Pseudomonas phage 17A chromosome 1, complete sequence	lytic	high quality draft
NC_041977.1 Citrobacter phage Mordin, complete genome	lytic	high quality draft
NC_002072.2 Streptococcus phage DT1, complete genome	lytic	high quality draft
NC_028956.1 Mannheimia phage vB_MhS_1152AP2, complete genome	lysogenic	medium quality draft
NC_055775.1 Gordonia phage Fosterous, complete genome	lytic	low quality draft
NC_015720.1 Gordonia phage GTE2, complete genome	lytic	medium quality draft
NC_049441.1 Acinetobacter phage KARL-1, complete genome	lytic	high quality draft
NC_055809.1 Streptomyces phage Evy, complete genome	lytic	high quality draft
NC_031115.1 Morganella phage vB_MmoP_MP2, complete genome	lytic	high quality draft
NC_024711.1 Uncultured crAssphage, complete genome	lytic	low quality draft
NC_012884.1 Streptococcus phage M102, complete genome	lytic	high quality draft
NC_048021.1 Gordonia phage Daredevil, complete genome	lysogenic	high quality draft
NC_024488.1 Drosophila immigrans Nora virus, complete genome	lytic	low quality draft
NC_041999.1 Arthrobacter phage Beans, complete genome	lytic	high quality draft
NC_061438.1 Pseudomonas phage F_ET309sp/Pa1651, complete genome	lytic	medium quality draft
NC_026014.1 Enterobacteria phage P88, complete genome	lysogenic	medium quality draft
NC_052662.1 Escherichia phage Mt1B1_P17, complete genome	lytic	high quality draft
NC_052938.1 Microbacterium phage PoRanda, complete genome	lytic	low quality draft
NC_029047.1 Verrucomicrobia phage P8625, complete genome	lytic	medium quality draft
NC_052998.1 Salmonella phage ST-374, complete genome	lytic	high quality draft
NC_031274.1 Pseudomonas phage O4, complete genome	lytic	high quality draft
NC_031031.1 Gordonia phage Remus, complete genome	lytic	high quality draft
NC_051667.1 UNVERIFIED: Mycobacterium phage Henu3 PeY-2017, complete genome	lysogenic	medium quality draft
NC_027405.1 Propionibacterium phage PHL163M00, complete genome	lytic	medium quality draft
NC_028459.1 Human associated gemyvongvirus 1 isolate DB1, complete genome	lytic	low quality draft
NC_052429.1 Mycobacterium phage Dulcie, complete genome	lytic	high quality draft
NC_049817.1 Escherichia phage tonnikala, complete genome	lytic	high quality draft
NC_041905.1 Acinetobacter phage SH-Ab 15519, complete genome	lytic	high quality draft
NC_002666.1 Lactococcus prophage bIL285, complete genome	lysogenic	high quality draft
NC_048875.1 Pantoea phage vB_PagM_SSEM1, complete genome	lytic	high quality draft
NC_048701.1 Anoxybacillus phage A403, complete genome	lytic	high quality draft
NC_042564.1 Enterobacteria phage BF23 tRNA gene region	lytic	low quality draft
NC_020860.1 Cellulophaga phage phiSM genomic sequence	lytic	high quality draft
NC_055798.1 Gordonia phage Arri, complete genome	lysogenic	low quality draft
NC_019722.1 Vibrio phage vB_VpaM_MAR, complete genome	lytic	medium quality draft
NC_029048.2 Clostridium phage phiCD211, complete genome	lysogenic	high quality draft
NC_001741.1 Chlamydia phage Chp1, complete genome	lytic	low quality draft
NC_023739.1 Mycobacterium phage BillKnuckles, complete genome	lytic	high quality draft
NC_021331.1 Shigella phage pSf-1, complete genome	lytic	high quality draft
NC_028874.1 Mycobacterium phage Pari, complete genome	lytic	high quality draft
NC_051596.1 Mycobacterium phage Rando14, complete genome	lytic	medium quality draft
NC_019413.1 Sulfolobales Mexican rudivirus 1, complete genome	lytic	low quality draft
NC_029022.1 Clostridium phage phiCT9441A, complete genome	lytic	medium quality draft
NC_021863.1 Staphylococcus phage SA13, complete genome	lytic	high quality draft
NC_041863.1 Escherichia coli O157 typing phage 3, complete genome	lytic	high quality draft
NC_054993.1 Lactococcus phage 50102, complete genome	lytic	high quality draft
NC_049941.1 Stx2-converting phage Stx2a_WGPS2 proviral DNA, complete genome	lysogenic	medium quality draft
NC_021868.1 Streptococcus phage SP-QS1 complete genome	lytic	high quality draft
NC_007048.1 Staphylococcus phage 69, complete genome	lysogenic	medium quality draft
NC_055066.1 Vibrio phage 1.080.O._10N.286.48.A4, partial genome	lytic	low quality draft
NC_028911.1 Lactobacillus phage iLp1308, complete genome	lytic	high quality draft
NC_027646.1 Microviridae Fen7895_21, complete genome	lytic	low quality draft
NC_003387.1 Mycobacterium phage TM4, complete genome	lytic	high quality draft
NC_005808.1 Bordetella phage BMP-1, complete genome	lysogenic	high quality draft
NC_042068.1 Pseudomonas phage phiNN segment L, complete sequence	lytic	low quality draft
NC_047789.1 Pectobacterium phage PP74, complete genome	lytic	high quality draft
NC_048826.1 Gordonia phage Yikes, complete genome	lytic	high quality draft
NC_042087.1 Corynebacterium phage Zion, complete genome	lytic	high quality draft
NC_048762.1 Bacillus phage vB_BtS_B83, complete genome	lysogenic	medium quality draft
NC_028247.1 Citrobacter phage Michonne, complete genome	lytic	high quality draft
NC_034621.1 Sulfolobus islandicus rod-shaped virus 5, partial genome	lytic	low quality draft
NC_030914.1 Gordonia phage Kvothe, complete genome	lytic	high quality draft
NC_055885.1 CrAssphage cr128_1, complete genome	lytic	low quality draft
NC_023590.1 Acinetobacter phage IME_AB3, complete genome	lytic	high quality draft
NC_048167.1 Vibrio phage vB_VpaS_OWB, complete genome	lytic	high quality draft
NC_041834.1 Campylobacter phage vB_CcoM-IBB_35 clone Contig5, complete sequence	lytic	medium quality draft
NC_049469.1 Sinorhizobium phage ort11, complete genome	lytic	high quality draft
NC_049495.1 Salmonella phage Se-B, complete genome	lytic	high quality draft
NC_047866.1 Aeromonas phage Ahp1, complete genome	lytic	high quality draft
NC_027360.1 Enterobacteriaphage UAB_Phi87, complete genome	lytic	high quality draft
NC_009552.3 Geobacillus virus E2, complete genome	lytic	high quality draft
NC_024211.1 Bacillus phage Megatron, complete genome	lytic	high quality draft
NC_002167.1 Enterobacteria phage HK97, complete genome	lysogenic	high quality draft
NC_047874.1 Pseudomonas virus Pf1 ERZ-2017, complete genome	lytic	high quality draft
NC_047780.1 Klebsiella phage vB_KpnP_PRA33, complete genome	lytic	high quality draft
NC_048805.1 Klebsiella phage Soft, complete genome	lytic	high quality draft
NC_055028.1 Paenibacillus phage C7Cdelta, complete genome	lysogenic	high quality draft
NC_047713.1 Synechococcus phage ACG-2014f isolate Syn7803C8, complete genome	lytic	high quality draft
NC_028749.1 Brevibacillus phage Sundance, complete genome	lysogenic	high quality draft
NC_051594.1 Mycobacterium phage Leston, complete genome	lytic	high quality draft
NC_011216.1 Burkholderia phage KS10, complete genome	lytic	high quality draft
NC_012635.1 Enterobacteria phage RB51, complete genome	lytic	high quality draft
NC_022773.1 Bacillus phage Blastoid, complete genome	lytic	high quality draft
NC_019450.1 Pseudomonas phage JG004, complete genome	lytic	high quality draft
NC_028831.1 Escherichia phage slur01, complete genome	lytic	high quality draft
NC_048700.1 Klebsiella phage KP8, complete genome	lytic	high quality draft
NC_008195.1 Mycobacterium phage Cooper, complete genome	lytic	high quality draft
NC_030929.1 Pseudomonas phage JBD44, complete genome	lysogenic	medium quality draft
NC_021558.1 Paenibacillus phage PG1 genomic sequence	lysogenic	high quality draft
NC_047965.1 Pseudomonas phage 22PfluR64PP, complete genome	lytic	high quality draft
NC_054671.1 Streptomyces phage Paedore, complete genome	lytic	high quality draft
NC_020850.1 Vibrio phage VBM1 genomic sequence	lytic	medium quality draft
NC_041894.1 Propionibacterium phage E6, complete genome	lysogenic	medium quality draft
NC_048128.1 Sulfolobales Beppu filamentous virus 2 clone B, partial genome	lytic	low quality draft
NC_012784.1 Staphylococcus phage phiPVL-CN125, complete genome	lysogenic	medium quality draft
NC_054894.1 Escherichia phage Henu7, complete genome	lytic	high quality draft
NC_004684.1 Mycobacterium phage Rosebush, complete genome	lytic	high quality draft
NC_026584.1 Mycobacterium phage Minerva, complete genome	lysogenic	medium quality draft
NC_049940.1 Enterococcus phage vB_EfaP_Ef7.4, complete genome	lytic	high quality draft
NC_055040.1 Staphylococcus phage vB_SauS_JS02 DNA, complete genome	lysogenic	medium quality draft
NC_048710.1 Staphylococcus phage SA1014ruMSSAST7, complete genome	lysogenic	high quality draft
NC_027381.1 Escherichia phage Pollock, complete genome	lytic	high quality draft
NC_054962.1 Ralstonia phage Claudette, complete genome	lytic	medium quality draft
NC_048129.1 Klebsiella phage KN1-1 DNA, complete genome	lytic	high quality draft
NC_055818.1 Gordonia phage Jabberwocky, complete genome	lytic	low quality draft
NC_048819.1 Salmonella phage 1-19, complete genome	lytic	high quality draft
NC_047865.1 Aeromonas phage CF7, complete genome	lytic	high quality draft
NC_055770.1 Gordonia phage Buggaboo, complete genome	lytic	high quality draft
NC_055719.1 Synechococcus phage S-H35, complete genome	lytic	high quality draft
NC_047851.1 Brevibacterium phage LuckyBarnes, complete genome	lytic	high quality draft
NC_055802.1 Staphylococcus phage SA46-CL1, complete genome	lytic	medium quality draft
NC_054678.1 Streptomyces phage Yasdnil, complete genome	lytic	high quality draft
NC_041939.1 Arthrobacter phage DrRobert, complete genome	lytic	high quality draft
NC_055792.1 Gordonia phage Walrus, complete genome	lysogenic	low quality draft
NC_028957.1 Enterobacteria phage vB_EcoM_VR26, complete genome	lytic	high quality draft
NC_049446.1 Lactococcus phage 8V08, complete genome	lytic	low quality draft
NC_055902.1 CrAssphage cr131_1, complete genome	lytic	low quality draft
NC_054438.1 Gordonia phage TZGordon, complete genome	lysogenic	high quality draft
NC_051581.1 Mycobacterium phage BirdsNest, complete genome	lytic	high quality draft
NC_048738.1 Clostridium phage CPD2, complete genome	lytic	medium quality draft
NC_048054.1 Dickeya phage vB_DsoM_AD1, complete genome	lytic	high quality draft
NC_024363.1 Mycobacterium phage Manad, complete genome	lytic	high quality draft
NC_052983.1 Escherichia phage E21, complete genome	lytic	high quality draft
NC_028764.1 Clostridium phage phiCD505, complete genome	lysogenic	medium quality draft
NC_029107.1 Ralstonia phage RS138 DNA, complete genome	lytic	medium quality draft
NC_021332.1 Staphylococcus phage StauST398-3, complete genome	lysogenic	high quality draft
NC_031042.1 Salmonella phage NR01, complete genome	lytic	high quality draft
NC_054442.1 Mycobacterium phage Grizzly, complete genome	lysogenic	low quality draft
NC_049810.1 Lactococcus phage 50902, complete genome	lytic	high quality draft
NC_048731.1 Escherichia phage fp01, complete genome	lytic	high quality draft
NC_055784.1 Vibrio virus vB_VspP_SBP1, complete genome	lytic	high quality draft
NC_042351.1 Salinibacter virus M8CRM-1, partial genome	lysogenic	medium quality draft
NC_041919.1 Escherichia phage HP3, complete genome	lytic	high quality draft
NC_015209.1 Vibrio phage CTXphi, complete genome	lytic	low quality draft
NC_054458.1 Xanthomonas phage XPP1, complete genome	lytic	high quality draft
NC_048868.1 Salmonella phage rokbiter, complete genome	lytic	high quality draft
NC_054461.1 Xanthomonas virus phiXaf18, complete genome	lytic	high quality draft
NC_047860.1 Caulobacter phage Lullwater, complete genome	lytic	high quality draft
NC_048734.1 Mycobacterium phage Fowlmouth, complete genome	lytic	high quality draft
NC_049818.1 Escherichia phage tonijn, complete genome	lytic	high quality draft
NC_052451.1 Mycobacterium phage Oogway, complete genome	lytic	high quality draft
NC_029100.1 Pseudoalteromonas phage Pq0, complete genome	lytic	high quality draft
NC_053242.1 Gordonia phage Leonard, complete genome	lytic	low quality draft
NC_047727.1 Staphylococcus phage P4W, complete genome	lytic	high quality draft
NC_048139.1 Streptomyces phage Hiyaa, complete genome	lytic	high quality draft
NC_004086.1 Sulfolobus islandicus rod-shaped virus 2, complete genome	lytic	low quality draft
NC_055793.1 Pseudomonas phage vB_Pae_BR319a, partial genome	lysogenic	low quality draft
NC_011291.1 Mycobacterium phage Brujita, complete genome	lysogenic	medium quality draft
NC_055916.1 Staphylococcus phage LSA2366, complete genome	lytic	medium quality draft
NC_048072.1 Streptomyces phage Darolandstone, complete genome	lytic	high quality draft
NC_002703.1 Lactococcus phage Tuc2009, complete genome	lysogenic	high quality draft
NC_003216.1 Listeria phage A118, complete genome	lytic	high quality draft
NC_051646.1 Mycobacterium phage DaWorst, complete genome	lysogenic	medium quality draft
NC_005045.1 Pseudomonas phage phiKMV, complete genome	lytic	high quality draft
NC_055882.1 CrAssphage cr116_1, complete genome	lytic	low quality draft
NC_041943.1 Arthrobacter phage Korra, complete genome	lytic	high quality draft
NC_048644.1 Staphylococcus phage 3 AJ-2017, complete genome	lysogenic	high quality draft
NC_049809.1 Lactococcus phage Q33, complete genome	lytic	high quality draft
NC_042340.1 Mycobacterium virus Goose, complete genome	lytic	high quality draft
NC_031129.1 Salmonella phage SJ46, complete genome	lytic	high quality draft
NC_040692.1 Cacao swollen shoot CE virus isolate GWR198E-13, complete genome	lytic	low quality draft
NC_004084.1 Natrialba phage PhiCh1, complete genome	lysogenic	medium quality draft
NC_028832.1 Mycobacteriophage Omnicron, complete genome	lytic	high quality draft
NC_013059.1 Salmonella phage c341, complete genome	lysogenic	high quality draft
NC_041892.1 Propionibacterium phage B3, complete genome	lysogenic	medium quality draft
NC_001365.1 Spiroplasma phage 1-R8A2B, complete genome	lytic	low quality draft
NC_006658.1 Cotesia congregata virus complete genome, segment Circle31	lytic	low quality draft
NC_028924.1 Polaribacter phage P12002L, complete genome	lytic	medium quality draft
NC_011183.1 Feldmannia species virus, complete genome	lytic	low quality draft
NC_029046.1 Sinorhizobium phage phiLM21, complete genome	lysogenic	high quality draft
NC_048157.1 Halorubrum pleomorphic virus 10, complete genome	lytic	low quality draft
NC_055892.1 CrAssphage cr109_1, complete genome	lytic	low quality draft
NC_024204.1 Salmonella phage vB_SenS-Ent3 complete genome	lytic	low quality draft
NC_054716.1 Mycobacterium phage Cane17, complete genome	lytic	high quality draft
NC_054988.1 Leuconostoc phage Ln-7, complete genome	lytic	medium quality draft
NC_014792.1 Enterobacteria phage vB_EcoM-VR7, complete genome	lytic	high quality draft
NC_014322.1 Hyperthermophilic Archaeal Virus 1, complete genome	lytic	low quality draft
NC_049492.1 Acinetobacter phage vB_AbaP_Kimel, complete genome	lytic	high quality draft
NC_008208.1 Aeromonas phage 25, complete genome	lytic	high quality draft
NC_022339.1 Propionibacterium phage PHL037M02, complete genome	lytic	high quality draft
NC_053246.1 Gordonia phage Lilbeanie, complete genome	lytic	low quality draft
NC_007032.1 Microplitis demolitor bracovirus segment F, complete genome	lytic	low quality draft
NC_049932.1 Enterococcus phage vB_EfaP_Ef6.2, complete genome	lytic	high quality draft
NC_054718.1 Mycobacterium phage Mangeria, complete genome	lytic	high quality draft
NC_049835.1 Klebsiella phage vB_KpnS_Domnhall, complete genome	lytic	high quality draft
NC_054431.1 Microbacterium phage Scamander, complete genome	lytic	low quality draft
NC_027979.1 Enterobacteria phage RB68, complete genome	lytic	high quality draft
NC_031241.1 Staphylococcus phage CNPx, complete genome	lytic	high quality draft
NC_048842.1 Flavobacterium phage vB_FspS_stinky9-1, complete genome	lytic	medium quality draft
NC_019407.1 Caulobacter phage CcrMagneto, complete genome	lysogenic	high quality draft
NC_048627.1 Escherichia phage SP15 DNA, complete genome	lytic	high quality draft
NC_028654.1 Mycobacterium phage Sparkdehlily, complete genome	lysogenic	medium quality draft
NC_004902.1 Xanthomonas phage Xp10, complete genome	lytic	high quality draft
NC_048680.1 Lactobacillus phage LJ, complete genome	lysogenic	high quality draft
NC_048194.1 Escherichia phage vB_EcoM_WFH, complete genome	lytic	high quality draft
NC_048039.1 Gordonia phage Horus, complete genome	lysogenic	medium quality draft
NC_028763.1 Polaribacter phage P12002S, complete genome	lytic	medium quality draft
NC_029081.1 Pectobacterium phage Peat1, complete genome	lytic	high quality draft
NC_019500.1 Enterobacteria phage Bp7, complete genome	lytic	high quality draft
NC_023736.1 Ralstonia phage RSB2 DNA, complete genome	lytic	high quality draft
NC_054642.1 UNVERIFIED: Salmonella phage Seszw_1, complete genome	lytic	high quality draft
NC_027345.1 Pseudomonas phage Pa2, complete genome	lytic	high quality draft
NC_047879.1 Bordetella phage MW2, complete genome	lytic	high quality draft
NC_051650.1 Mycobacterium phage DRBy19, complete genome	lysogenic	medium quality draft
NC_047986.1 Microbacterium phage Krampus, complete genome	lytic	high quality draft
NC_048160.1 Halorubrum pleomorphic virus 9 strain B2-2/SS5-4, complete genome	lysogenic	low quality draft
NC_028809.1 Pseudomonas phage PaMx74, partial genome	lytic	medium quality draft
NC_054932.1 Escherichia phage teqdroes, complete genome	lytic	high quality draft
NC_018854.1 Escherichia phage ECBP1, complete genome	lytic	high quality draft
NC_048019.1 Gordonia phage Ruthy, complete genome	lysogenic	medium quality draft
NC_029102.1 Enterobacter phage E-2, complete genome	lytic	high quality draft
NC_030698.1 Gordonia phage Soups, complete genome	lytic	high quality draft
NC_028660.1 Escherichia phage phi191, complete genome	lysogenic	high quality draft
NC_054890.1 Pseudomonas phage vB_PsyP_3MF5, complete genome	lysogenic	high quality draft
NC_020838.1 Synechococcus phage S-RIP2 genomic sequence	lytic	high quality draft
NC_049344.1 Escherichia phage 520873, complete genome	lysogenic	high quality draft
NC_024783.1 Enterobacteria phage EK99P-1, complete genome	lytic	medium quality draft
NC_023009.1 Staphylococcus phage Sb-1, complete genome	lytic	high quality draft
NC_054658.1 Streptomyces phage Sentinel, complete genome	lytic	high quality draft
NC_012092.1 Pseudomonas phage phi2954 segment M, complete sequence	lytic	low quality draft
NC_028775.1 Staphylococcus phage 23MRA, complete genome	lysogenic	high quality draft
NC_049358.1 Lactococcus phage 936 group phage PhiF0139, complete genome	lytic	low quality draft
NC_011019.1 Mycobacterium phage KBG, complete genome	lytic	high quality draft
NC_061448.1 Erwinia phage pEa_SNUABM_1, complete genome	lytic	high quality draft
NC_041851.1 Pseudomonas phage F_HA0480sp/Pa1651, complete genome	lytic	medium quality draft
NC_052447.1 Mycobacterium phage Mryolo, complete genome	lytic	high quality draft
NC_040341.1 Lepus americanus faeces associated microvirus SHP1 6472, complete genome	lytic	low quality draft
NC_024138.1 Mycobacterium phage MosMoris, complete genome	lytic	low quality draft
NC_042055.1 Mycobacterium phage Pipsqueaks, complete genome	lysogenic	low quality draft
NC_041879.1 Bacillus phage Mgbh1, complete genome	lysogenic	high quality draft
NC_027988.2 Citrobacter phage CVT22, complete genome	lytic	high quality draft
NC_015293.1 Pseudoalteromonas phage H105/1, complete genome	lytic	medium quality draft
NC_055771.1 Gordonia phage Emianna, complete genome	lytic	high quality draft
NC_055894.1 CrAssphage cr6_1, complete genome	lytic	low quality draft
NC_042349.1 Salinibacter virus M8CC-19, complete genome	lysogenic	medium quality draft
NC_012638.1 Enterobacteria phage RB14, complete genome	lytic	high quality draft
NC_028655.1 Yersinia phage vB_YenP_AP10, complete genome	lytic	high quality draft
NC_049425.1 Lactococcus phage vB_Llc_bIBB5g1, complete genome	lytic	low quality draft
NC_049431.1 Vibrio phage 1.097.O._10N.286.49.B3, partial genome	lytic	high quality draft
NC_027397.1 Vibrio phage QH, complete genome	lytic	medium quality draft
NC_048862.1 Salmonella phage astrithr, complete genome	lytic	low quality draft
NC_027992.1 Pseudomonas phage JBD25, complete genome	lysogenic	medium quality draft
NC_026605.1 Mycobacterium phage Malithi, complete genome	lysogenic	medium quality draft
NC_015721.1 Bdellovibrio phage phi1402, complete genome	lytic	low quality draft
NC_055844.1 Yersinia phage vB_YpM_22, complete genome	lysogenic	high quality draft
NC_054800.1 Mycobacterium phage ICleared, complete genome	lytic	high quality draft
NC_047832.1 Pasteurella phage PHB01, complete genome	lytic	high quality draft
NC_020869.1 Tetraselmis viridis virus S1 genomic sequence	lytic	low quality draft
NC_049366.1 Lactococcus phage 936 group phage Phi155, complete genome	lytic	low quality draft
NC_061441.1 Erwinia phage pEa_SNUABM_16, complete genome	lytic	high quality draft
