index	scaffold	type	Quality
9	virus--3300009011_____Ga0105251_10000651--fragment_1	lysogenic	low quality draft
9	virus--NC_047732.1--fragment_9	lysogenic	low quality draft
9	virus--3300001866_____JGI24729J20445_1000001--fragment_18	lysogenic	low quality draft
9	virus--NC_031257.1--fragment_11	lysogenic	low quality draft
9	virus--3300000970_____BBAY66_10000037--fragment_13	lysogenic	low quality draft
9	virus--3300007076_____Ga0075435_100000019--fragment_2	lysogenic	low quality draft
9	virus--NC_048861.1--fragment_7	lysogenic	low quality draft
9	virus--NC_051644.1--fragment_10	lysogenic	low quality draft
9	virus--NC_012530.1--fragment_10	lysogenic	low quality draft
9	virus--3300009714_____Ga0116189_1000468--fragment_7	lysogenic	low quality draft
9	virus--3300007303_____Ga0104948_10003--fragment_5	lysogenic	low quality draft
9	virus--NC_014792.1--fragment_5	lysogenic	low quality draft
9	virus--3300009154_____Ga0114963_10000678--fragment_5	lysogenic	low quality draft
9	virus--3300008638_____Ga0111421_100349--fragment_1	lysogenic	low quality draft
9	bacteria--NZ_CMWT01000001.1--fragment_9	lysogenic	low quality draft
9	virus--NC_004466.2--fragment_7	lysogenic	low quality draft
9	virus--NC_002666.1--fragment_3	lysogenic	low quality draft
9	virus--NC_028904.1--fragment_9	lysogenic	low quality draft
9	virus--NC_049443.1--fragment_20	lysogenic	low quality draft
9	virus--NC_016567.1--fragment_13	lysogenic	low quality draft
9	virus--NC_042317.1--fragment_9	lysogenic	low quality draft
9	virus--NC_028691.1--fragment_11	lysogenic	low quality draft
9	virus--3300005512_____Ga0074648_1000894--fragment_2	lysogenic	low quality draft
9	virus--NC_051623.1--fragment_15	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_421332911-410515-442757--fragment_3	lysogenic	low quality draft
9	virus--NC_002656.1--fragment_9	lysogenic	low quality draft
9	virus--NC_019713.1--fragment_11	lysogenic	low quality draft
9	virus--Alphaproteobacteria_gi_564013440-0-38639--fragment_4	lysogenic	low quality draft
9	virus--3300005614_____Ga0068856_100000365--fragment_7	lysogenic	low quality draft
9	virus--3300006920_____Ga0070748_1000066--fragment_1	lysogenic	low quality draft
9	virus--NC_031939.1--fragment_15	lysogenic	low quality draft
9	virus--Bacilli_gi_381181969--fragment_7	lysogenic	low quality draft
9	virus--NC_054940.1--fragment_42	lysogenic	low quality draft
9	virus--3300013935_____Ga0121004_100101--fragment_7	lysogenic	low quality draft
9	virus--3300008640_____Ga0111422_100223--fragment_16	lysogenic	low quality draft
9	virus--NC_019408.1--fragment_29	lysogenic	low quality draft
9	virus--NC_025462.1--fragment_12	lysogenic	low quality draft
9	virus--3300014205_____Ga0172380_10001483--fragment_3	lysogenic	low quality draft
9	virus--Clostridia_gi_545039121--fragment_13	lysogenic	low quality draft
9	virus--NC_028091.1--fragment_46	lysogenic	low quality draft
9	virus--NC_048855.1--fragment_27	lysogenic	low quality draft
9	virus--3300017971_____Ga0180438_10001042--fragment_11	lysogenic	low quality draft
9	virus--3300011430_____Ga0137423_1000040--fragment_3	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_424438250-0-43903--fragment_11	lysogenic	low quality draft
9	plasmid--NC_022534.1--fragment_1	lysogenic	low quality draft
9	virus--NC_061436.1--fragment_5	lysogenic	low quality draft
9	virus--3300008621_____Ga0115613_1000279--fragment_8	lysogenic	low quality draft
9	virus--3300006123_____Ga0007852_1000032--fragment_11	lysogenic	low quality draft
9	virus--NC_028683.1--fragment_46	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_510926785-3022545-3073049--fragment_5	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_545162841-727110-769302--fragment_9	lysogenic	low quality draft
9	virus--NC_016659.1--fragment_9	lysogenic	low quality draft
9	virus--NC_031928.1--fragment_44	lysogenic	low quality draft
9	virus--3300012581_____Ga0118309_100024--fragment_7	lysogenic	low quality draft
9	virus--3300008626_____Ga0111364_100292--fragment_9	lysogenic	low quality draft
9	virus--3300012431_____Ga0118146_100002--fragment_3	lysogenic	low quality draft
9	virus--3300010158_____Ga0114960_10000393--fragment_4	lysogenic	low quality draft
9	virus--NC_055726.1--fragment_13	lysogenic	low quality draft
9	virus--NC_051629.1--fragment_10	lysogenic	low quality draft
9	virus--NC_054783.1--fragment_12	lysogenic	low quality draft
9	virus--3300007555_____Ga0102817_1000007--fragment_10	lysogenic	low quality draft
9	virus--3300012039_____Ga0137421_1000023--fragment_8	lysogenic	low quality draft
9	virus--3300001096_____JGI11944J13513_1000342--fragment_4	lysogenic	low quality draft
9	virus--NC_027344.1--fragment_10	lysogenic	low quality draft
9	virus--NC_031076.1--fragment_6	lysogenic	low quality draft
9	virus--3300007753_____Ga0105778_100104--fragment_4	lysogenic	low quality draft
9	virus--NC_055886.1--fragment_20	lysogenic	low quality draft
9	virus--3300017697_____Ga0180120_10000141--fragment_2	lysogenic	low quality draft
9	virus--NC_007053.1--fragment_8	lysogenic	low quality draft
9	virus--NC_049345.1--fragment_6	lysogenic	low quality draft
9	virus--3300013637_____Ga0118266_10026--fragment_3	lysogenic	low quality draft
9	virus--3300008506_____Ga0115176_1000386--fragment_9	lysogenic	low quality draft
9	virus--NC_008198.1--fragment_14	lysogenic	low quality draft
9	virus--3300014042_____Ga0117790_1000140--fragment_8	lysogenic	low quality draft
9	virus--3300012065_____Ga0153923_100068--fragment_4	lysogenic	low quality draft
9	virus--NC_022335.1--fragment_5	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_485875121-283248-318163--fragment_2	lysogenic	low quality draft
9	virus--NC_054918.1--fragment_5	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_147673035-764575-799610--fragment_8	lysogenic	low quality draft
9	virus--7000000464_____SRS077730_LANL_scaffold_10612--fragment_11	lysogenic	low quality draft
9	virus--3300002835_____B570J40625_100002660--fragment_7	lysogenic	low quality draft
9	virus--NC_048000.1--fragment_12	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_417240967-23292-98589--fragment_15	lysogenic	low quality draft
9	virus--3300005662_____Ga0078894_10000078--fragment_1	lysogenic	low quality draft
9	virus--3300008347_____Ga0115411_1000224--fragment_5	lysogenic	low quality draft
9	virus--Bacilli_gi_501001074--fragment_8	lysogenic	low quality draft
9	virus--NC_047907.1--fragment_10	lysogenic	low quality draft
9	virus--NC_031050.1--fragment_2	lysogenic	low quality draft
9	virus--3300010283_____Ga0129312_1000034--fragment_31	lysogenic	low quality draft
9	virus--NC_053509.1--fragment_11	lysogenic	low quality draft
9	bacteria--NZ_CSDI01000001.1--fragment_52	lysogenic	low quality draft
9	virus--3300013018_____Ga0163223_100035--fragment_3	lysogenic	low quality draft
9	virus--3300002097_____C687J26620_1000077--fragment_1	lysogenic	low quality draft
9	virus--3300006312_____Ga0099626_100399--fragment_10	lysogenic	low quality draft
9	virus--3300023060_____Ga0224519_1000001--fragment_1	lysogenic	low quality draft
9	virus--NC_031939.1--fragment_10	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_420345987--fragment_8	lysogenic	low quality draft
9	virus--3300014205_____Ga0172380_10001241--fragment_1	lysogenic	low quality draft
9	virus--Bacilli_gi_452728348--fragment_7	lysogenic	low quality draft
9	virus--3300002835_____B570J40625_100001815--fragment_2	lysogenic	low quality draft
9	archaea--NZ_LPSR01000001.1--fragment_182	lysogenic	low quality draft
9	virus--NC_024392.1--fragment_7	lysogenic	low quality draft
9	virus--3300005987_____Ga0075158_10000338--fragment_6	lysogenic	low quality draft
9	virus--3300015262_____Ga0182007_10000047--fragment_14	lysogenic	low quality draft
9	virus--NC_055956.1--fragment_8	lysogenic	low quality draft
9	virus--3300026076_____Ga0208261_1000002--fragment_47	lysogenic	low quality draft
9	virus--3300012354_____Ga0137366_10000101--fragment_8	lysogenic	low quality draft
9	virus--3300009782_____Ga0116157_10000392--fragment_10	lysogenic	low quality draft
9	virus--3300005588_____Ga0070728_10001091--fragment_3	lysogenic	low quality draft
9	virus--3300005613_____Ga0074649_1000827--fragment_2	lysogenic	low quality draft
9	virus--NC_054904.1--fragment_29	lysogenic	low quality draft
9	virus--NC_018838.1--fragment_6	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_418497043-144811-194916--fragment_10	lysogenic	low quality draft
9	virus--GOV_bin_556--fragment_3	lysogenic	low quality draft
9	virus--NC_055726.1--fragment_43	lysogenic	low quality draft
9	virus--NC_052423.1--fragment_12	lysogenic	low quality draft
9	virus--3300005338_____Ga0068868_100000083--fragment_10	lysogenic	low quality draft
9	virus--NC_015289.1--fragment_40	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_525855729-523962-573061--fragment_8	lysogenic	low quality draft
9	virus--NC_025447.1--fragment_18	lysogenic	low quality draft
9	virus--Bacilli_gi_452729407--fragment_6	lysogenic	low quality draft
9	virus--NC_024787.1--fragment_6	lysogenic	low quality draft
9	plasmid--NC_020180.1--fragment_4	lysogenic	low quality draft
9	virus--3300008130_____Ga0114850_100421--fragment_7	lysogenic	low quality draft
9	virus--NC_049817.1--fragment_2	lysogenic	low quality draft
9	virus--3300011912_____Ga0121678_100150--fragment_1	lysogenic	low quality draft
9	virus--NC_028092.1--fragment_37	lysogenic	low quality draft
9	virus--3300002760_____JGI25136J39404_1000062--fragment_8	lysogenic	low quality draft
9	virus--3300002546_____JGI25318J35512_1000086--fragment_15	lysogenic	low quality draft
9	virus--3300012219_____Ga0118598_100001--fragment_3	lysogenic	low quality draft
9	virus--3300027396_____Ga0255146_1000065--fragment_4	lysogenic	low quality draft
9	plasmid--NC_018878.1--fragment_100	lysogenic	low quality draft
9	virus--3300007317_____Ga0104967_100153--fragment_7	lysogenic	low quality draft
9	virus--NC_053001.1--fragment_10	lysogenic	low quality draft
9	virus--NC_022746.1--fragment_2	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_544943705-0-71741--fragment_18	lysogenic	low quality draft
9	virus--NC_048736.1--fragment_23	lysogenic	low quality draft
9	virus--3300026076_____Ga0208261_1000002--fragment_33	lysogenic	low quality draft
9	virus--NC_047872.1--fragment_30	lysogenic	low quality draft
9	virus--NC_054722.1--fragment_3	lysogenic	low quality draft
9	virus--3300006121_____Ga0007824_1000010--fragment_12	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_419746076-11467-52867--fragment_2	lysogenic	low quality draft
9	virus--NC_031257.1--fragment_8	lysogenic	low quality draft
9	virus--7000000025_____SRS023617_Baylor_scaffold_71932--fragment_1	lysogenic	low quality draft
9	virus--NC_009904.1--fragment_24	lysogenic	low quality draft
9	virus--3300024352_____Ga0255142_1000071--fragment_5	lysogenic	low quality draft
9	virus--3300012293_____Ga0118359_10002--fragment_3	lysogenic	low quality draft
9	virus--3300008700_____Ga0113865_100116--fragment_2	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_556493183-273839-318621--fragment_4	lysogenic	low quality draft
9	virus--3300012122_____Ga0137332_1000021--fragment_8	lysogenic	low quality draft
9	virus--NC_054664.1--fragment_8	lysogenic	low quality draft
9	virus--NC_015283.1--fragment_1	lysogenic	low quality draft
9	virus--3300009551_____Ga0105238_10000169--fragment_1	lysogenic	low quality draft
9	virus--NC_053001.1--fragment_1	lysogenic	low quality draft
9	virus--NC_051678.1--fragment_11	lysogenic	low quality draft
9	virus--NC_007805.1--fragment_7	lysogenic	low quality draft
9	virus--NC_029013.1--fragment_12	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_424090918-1387-49773--fragment_8	lysogenic	low quality draft
9	virus--NC_041883.1--fragment_8	lysogenic	low quality draft
9	virus--Bacilli_gi_486237704-1056260-1099853--fragment_10	lysogenic	low quality draft
9	virus--NC_054726.1--fragment_20	lysogenic	low quality draft
9	virus--3300008404_____Ga0115185_100465--fragment_3	lysogenic	low quality draft
9	virus--7000000226_____SRS014578_WUGC_scaffold_74082--fragment_27	lysogenic	low quality draft
9	virus--NC_047871.1--fragment_34	lysogenic	low quality draft
9	virus--NC_049812.1--fragment_4	lysogenic	low quality draft
9	virus--NC_028668.1--fragment_14	lysogenic	low quality draft
9	virus--NC_048855.1--fragment_10	lysogenic	low quality draft
9	virus--NC_013696.1--fragment_9	lysogenic	low quality draft
9	virus--NC_048818.1--fragment_12	lysogenic	low quality draft
9	virus--NC_027994.1--fragment_2	lysogenic	low quality draft
9	virus--3300023060_____Ga0224519_1000001--fragment_20	lysogenic	low quality draft
9	virus--NC_027130.1--fragment_29	lysogenic	low quality draft
9	virus--NC_048657.1--fragment_4	lysogenic	low quality draft
9	virus--NC_030936.1--fragment_23	lysogenic	low quality draft
9	virus--3300009442_____Ga0115563_1000118--fragment_7	lysogenic	low quality draft
9	virus--NC_028791.1--fragment_10	lysogenic	low quality draft
9	virus--NC_048045.1--fragment_7	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_545295392-129076-169628--fragment_2	lysogenic	low quality draft
9	virus--NC_003525.1--fragment_14	lysogenic	low quality draft
9	virus--3300017971_____Ga0180438_10001234--fragment_9	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_386607309-2307174-2337602--fragment_7	lysogenic	low quality draft
9	virus--NC_028842.1--fragment_7	lysogenic	low quality draft
9	virus--NC_008798.1--fragment_4	lysogenic	low quality draft
9	virus--3300022072_____Ga0196889_1000002--fragment_9	lysogenic	low quality draft
9	virus--Betaproteobacteria_gi_487495181--fragment_9	lysogenic	low quality draft
9	virus--3300007344_____Ga0070745_1000087--fragment_15	lysogenic	low quality draft
9	virus--NC_010537.1--fragment_10	lysogenic	low quality draft
9	virus--NC_041855.1--fragment_2	lysogenic	low quality draft
9	virus--3300009159_____Ga0114978_10000004--fragment_3	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_485875121-283248-318163--fragment_6	lysogenic	low quality draft
9	virus--NC_030936.1--fragment_16	lysogenic	low quality draft
9	virus--3300013902_____Ga0116620_1000012--fragment_35	lysogenic	low quality draft
9	virus--Bacilli_gi_507053045--fragment_4	lysogenic	low quality draft
9	virus--NC_007291.1--fragment_6	lysogenic	low quality draft
9	virus--3300001041_____C687J13239_1000204--fragment_2	lysogenic	low quality draft
9	virus--Bacilli_gi_418933447-548605-592002--fragment_2	lysogenic	low quality draft
9	virus--NC_048818.1--fragment_27	lysogenic	low quality draft
9	virus--NC_055825.1--fragment_7	lysogenic	low quality draft
9	virus--NC_014595.1--fragment_42	lysogenic	low quality draft
9	virus--NC_047754.1--fragment_1	lysogenic	low quality draft
9	virus--3300014944_____Ga0134440_100273--fragment_6	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_565626228--fragment_2	lysogenic	low quality draft
9	virus--NC_029003.2--fragment_6	lysogenic	low quality draft
9	virus--NC_021856.1--fragment_29	lysogenic	low quality draft
9	virus--NC_031030.1--fragment_2	lysogenic	low quality draft
9	virus--3300008080_____Ga0105957_100227--fragment_5	lysogenic	low quality draft
9	virus--NC_031012.1--fragment_5	lysogenic	low quality draft
9	virus--NC_054906.1--fragment_25	lysogenic	low quality draft
9	virus--7000000125_____SRS015941_WUGC_scaffold_75181--fragment_3	lysogenic	low quality draft
9	virus--NC_014595.1--fragment_29	lysogenic	low quality draft
9	virus--NC_055850.1--fragment_14	lysogenic	low quality draft
9	virus--3300005470_____Ga0074646_100181--fragment_3	lysogenic	low quality draft
9	virus--3300001472_____JGI24004J15324_10000059--fragment_5	lysogenic	low quality draft
9	virus--Bacilli_gi_486237704-1056260-1099853--fragment_8	lysogenic	low quality draft
9	virus--3300017938_____Ga0187854_10000603--fragment_11	lysogenic	low quality draft
9	virus--NC_026590.1--fragment_20	lysogenic	low quality draft
9	virus--3300017987_____Ga0180431_10001321--fragment_3	lysogenic	low quality draft
9	virus--NC_042009.1--fragment_16	lysogenic	low quality draft
9	virus--7000000334_____SRS015217_WUGC_scaffold_16294--fragment_4	lysogenic	low quality draft
9	virus--3300007317_____Ga0104967_100153--fragment_8	lysogenic	low quality draft
9	virus--NC_055842.1--fragment_33	lysogenic	low quality draft
9	virus--NC_043235.1--fragment_23	lysogenic	low quality draft
9	virus--NC_055728.1--fragment_15	lysogenic	low quality draft
9	virus--3300010397_____Ga0134124_10000298--fragment_7	lysogenic	low quality draft
9	virus--NC_042056.1--fragment_23	lysogenic	low quality draft
9	virus--3300008135_____Ga0111463_1000159--fragment_4	lysogenic	low quality draft
9	virus--NC_048802.1--fragment_27	lysogenic	low quality draft
9	virus--Actinobacteria_gi_418422484--fragment_16	lysogenic	low quality draft
9	virus--NC_028675.1--fragment_2	lysogenic	low quality draft
9	plasmid--NZ_CP013198.1--fragment_6	lysogenic	low quality draft
9	virus--3300012953_____Ga0163179_10000016--fragment_17	lysogenic	low quality draft
9	virus--NC_047921.1--fragment_17	lysogenic	low quality draft
9	virus--3300009428_____Ga0114915_1000087--fragment_3	lysogenic	low quality draft
9	virus--Unbinned_1312_contig-100_1--fragment_7	lysogenic	low quality draft
9	virus--3300006026_____Ga0075478_10000055--fragment_5	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_545273462-98979-181523--fragment_15	lysogenic	low quality draft
9	virus--NC_055809.1--fragment_29	lysogenic	low quality draft
9	virus--NC_047784.1--fragment_2	lysogenic	low quality draft
9	virus--NC_055046.1--fragment_3	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_525701099-393251-428368--fragment_3	lysogenic	low quality draft
9	virus--NC_031049.1--fragment_31	lysogenic	low quality draft
9	virus--3300017681_____Ga0182226_1000002--fragment_8	lysogenic	low quality draft
9	virus--NC_030698.1--fragment_12	lysogenic	low quality draft
9	virus--NC_014459.2--fragment_13	lysogenic	low quality draft
9	virus--NC_027130.1--fragment_5	lysogenic	low quality draft
9	virus--3300007196_____Ga0103270_100008--fragment_4	lysogenic	low quality draft
9	virus--3300011494_____Ga0121594_100073--fragment_4	lysogenic	low quality draft
9	virus--NC_004681.1--fragment_16	lysogenic	low quality draft
9	virus--NC_049832.1--fragment_13	lysogenic	low quality draft
9	virus--3300013286_____Ga0136641_1000019--fragment_7	lysogenic	low quality draft
9	virus--3300005439_____Ga0070711_100000118--fragment_6	lysogenic	low quality draft
9	virus--3300001263_____BBAY83_10000006--fragment_10	lysogenic	low quality draft
9	virus--3300012983_____Ga0123349_10000413--fragment_3	lysogenic	low quality draft
9	virus--3300017960_____Ga0180429_10000431--fragment_7	lysogenic	low quality draft
9	virus--NC_055031.1--fragment_11	lysogenic	low quality draft
9	virus--3300014549_____Ga0134379_100344--fragment_5	lysogenic	low quality draft
9	virus--NC_026595.1--fragment_12	lysogenic	low quality draft
9	virus--3300012973_____Ga0123351_1000539--fragment_5	lysogenic	low quality draft
9	virus--NC_024787.1--fragment_32	lysogenic	low quality draft
9	virus--NC_005066.1--fragment_11	lysogenic	low quality draft
9	virus--Bacilli_gi_486416926-121500-170172--fragment_3	lysogenic	low quality draft
9	virus--NC_054648.1--fragment_6	lysogenic	low quality draft
9	virus--3300008077_____Ga0105964_1000038--fragment_34	lysogenic	low quality draft
9	virus--NC_007048.1--fragment_11	lysogenic	low quality draft
9	virus--3300006749_____Ga0098042_1000003--fragment_22	lysogenic	low quality draft
9	virus--NC_028903.1--fragment_14	lysogenic	low quality draft
9	virus--NC_028682.1--fragment_17	lysogenic	low quality draft
9	virus--3300007368_____Ga0104977_1000054--fragment_6	lysogenic	low quality draft
9	virus--3300007039_____Ga0103962_100022--fragment_9	lysogenic	low quality draft
9	virus--NC_047907.1--fragment_11	lysogenic	low quality draft
9	virus--NC_041833.1--fragment_7	lysogenic	low quality draft
9	virus--NC_048713.1--fragment_5	lysogenic	low quality draft
9	virus--3300013102_____Ga0157371_10000054--fragment_1	lysogenic	low quality draft
9	virus--3300017967_____Ga0181590_10000035--fragment_12	lysogenic	low quality draft
9	virus--NC_023603.1--fragment_18	lysogenic	low quality draft
9	virus--Bacilli_gi_501537837-868404-915959--fragment_8	lysogenic	low quality draft
9	virus--NC_041883.1--fragment_5	lysogenic	low quality draft
9	virus--NC_003216.1--fragment_10	lysogenic	low quality draft
9	virus--3300013909_____Ga0117851_10029--fragment_2	lysogenic	low quality draft
9	virus--NC_052417.1--fragment_13	lysogenic	low quality draft
9	virus--NC_054913.1--fragment_12	lysogenic	low quality draft
9	virus--3300011494_____Ga0121594_100073--fragment_7	lysogenic	low quality draft
9	virus--3300006297_____Ga0099630_1000014--fragment_14	lysogenic	low quality draft
9	virus--NC_024788.1--fragment_29	lysogenic	low quality draft
9	virus--Bacilli_gi_418173798-108723-146533--fragment_4	lysogenic	low quality draft
9	virus--NC_047784.1--fragment_14	lysogenic	low quality draft
9	virus--NC_047754.1--fragment_3	lysogenic	low quality draft
9	virus--3300013772_____Ga0120158_10000516--fragment_12	lysogenic	low quality draft
9	virus--3300004808_____Ga0062381_10000004--fragment_6	lysogenic	low quality draft
9	virus--3300009152_____Ga0114980_10000082--fragment_14	lysogenic	low quality draft
9	virus--NC_028660.1--fragment_7	lysogenic	low quality draft
9	virus--NC_011270.1--fragment_4	lysogenic	low quality draft
9	virus--NC_031261.1--fragment_9	lysogenic	low quality draft
9	virus--NC_054722.1--fragment_5	lysogenic	low quality draft
9	virus--3300001202_____BBAY72_10000098--fragment_4	lysogenic	low quality draft
9	virus--NC_028889.1--fragment_10	lysogenic	low quality draft
9	virus--NC_048852.1--fragment_8	lysogenic	low quality draft
9	virus--NC_055757.1--fragment_20	lysogenic	low quality draft
9	virus--NC_047794.1--fragment_2	lysogenic	low quality draft
9	virus--NC_055736.1--fragment_12	lysogenic	low quality draft
9	virus--Gammaproteobacteria_gi_485452996--fragment_15	lysogenic	low quality draft
9	virus--3300002180_____JGI24724J26744_10000271--fragment_9	lysogenic	low quality draft
9	virus--NC_055851.1--fragment_1	lysogenic	low quality draft
9	virus--3300009159_____Ga0114978_10000470--fragment_1	lysogenic	low quality draft
9	virus--Clostridia_gi_224514686-1668856-1720618--fragment_12	lysogenic	low quality draft
9	virus--NC_048045.1--fragment_47	lysogenic	low quality draft
9	virus--Bacilli_gi_452731877-0-45193--fragment_9	lysogenic	low quality draft
9	virus--NC_011056.1--fragment_1	lysogenic	low quality draft
9	virus--3300018083_____Ga0184628_10000037--fragment_13	lysogenic	low quality draft
9	virus--3300005460_____Ga0073908_1000678--fragment_11	lysogenic	low quality draft
9	virus--3300012880_____Ga0160437_1000164--fragment_7	lysogenic	low quality draft
9	virus--3300009678_____Ga0105252_10000086--fragment_13	lysogenic	low quality draft
9	virus--NC_005083.2--fragment_31	lysogenic	low quality draft
9	virus--3300014070_____Ga0122275_100118--fragment_7	lysogenic	low quality draft
9	virus--NC_041855.1--fragment_13	lysogenic	low quality draft
9	virus--3300004775_____Ga0007798_10000062--fragment_10	lysogenic	low quality draft
9	virus--3300019758_____Ga0193951_1000067--fragment_6	lysogenic	low quality draft
9	virus--NC_055046.1--fragment_2	lysogenic	low quality draft
9	virus--Bacilli_gi_501537837-868404-915959--fragment_3	lysogenic	low quality draft
9	virus--NC_042058.1--fragment_3	lysogenic	low quality draft
9	virus--3300025339_____Ga0208502_1000004--fragment_8	lysogenic	low quality draft
9	virus--NC_051677.1--fragment_14	lysogenic	low quality draft
9	virus--3300007296_____Ga0104830_100286--fragment_10	lysogenic	low quality draft
9	virus--3300005590_____Ga0070727_10000717--fragment_2	lysogenic	low quality draft
9	virus--NC_052656.1--fragment_13	lysogenic	low quality draft
9	virus--NC_021856.1--fragment_32	lysogenic	low quality draft
10	virus--3300011854_____Ga0121427_100015--fragment_9	lysogenic	low quality draft
10	virus--Gammaproteobacteria_gi_545284600-629400-672090--fragment_2	lysogenic	low quality draft
10	virus--3300000123_____KGI_S2_ANT06_2345mDRAFT_c1000002--fragment_2	lysogenic	low quality draft
10	virus--3300008495_____Ga0114893_100040--fragment_3	lysogenic	low quality draft
10	virus--Gammaproteobacteria_gi_486432203-182481-227333--fragment_2	lysogenic	low quality draft
10	virus--NC_013694.1--fragment_13	lysogenic	low quality draft
10	virus--3300027295_____Ga0255126_1000002--fragment_18	lysogenic	low quality draft
10	virus--NC_004166.2--fragment_9	lysogenic	low quality draft
10	virus--3300001242_____C687J13896_1000347--fragment_7	lysogenic	low quality draft
10	virus--NC_042098.1--fragment_46	lysogenic	low quality draft
10	virus--3300014534_____Ga0134455_100035--fragment_4	lysogenic	low quality draft
10	virus--NC_024207.1--fragment_35	lysogenic	low quality draft
10	virus--NC_054722.1--fragment_6	lysogenic	low quality draft
10	virus--Gammaproteobacteria_gi_485061967--fragment_12	lysogenic	low quality draft
10	virus--NC_027344.1--fragment_23	lysogenic	low quality draft
10	virus--NC_054940.1--fragment_42	lysogenic	low quality draft
10	virus--NC_034620.1--fragment_5	lysogenic	low quality draft
10	virus--NC_025447.1--fragment_41	lysogenic	low quality draft
10	virus--NC_016659.1--fragment_11	lysogenic	low quality draft
10	virus--3300008725_____Ga0115670_1000193--fragment_16	lysogenic	low quality draft
10	virus--NC_001909.1--fragment_7	lysogenic	low quality draft
10	virus--NC_021529.2--fragment_57	lysogenic	low quality draft
10	virus--NC_024792.1--fragment_7	lysogenic	low quality draft
10	virus--3300008581_____Ga0111080_100153--fragment_4	lysogenic	low quality draft
10	virus--3300018035_____Ga0187875_10000365--fragment_9	lysogenic	low quality draft
10	virus--NC_028683.1--fragment_15	lysogenic	low quality draft
10	virus--3300012156_____Ga0153920_1000046--fragment_10	lysogenic	low quality draft
10	virus--3300012944_____Ga0137410_10000187--fragment_11	lysogenic	low quality draft
10	virus--NC_051705.1--fragment_10	lysogenic	low quality draft
10	virus--NC_029066.1--fragment_9	lysogenic	low quality draft
10	virus--3300014205_____Ga0172380_10001085--fragment_10	lysogenic	low quality draft
10	plasmid--NZ_CP013797.1--fragment_1	lysogenic	low quality draft
10	virus--3300003775_____Ga0055524_1000284--fragment_10	lysogenic	low quality draft
10	virus--NC_022343.1--fragment_34	lysogenic	low quality draft
10	virus--NC_023856.1--fragment_3	lysogenic	low quality draft
10	virus--3300007229_____Ga0075468_10000004--fragment_16	lysogenic	low quality draft
10	virus--Bacilli_gi_481027343-68798-104907--fragment_4	lysogenic	low quality draft
10	virus--NC_025417.1--fragment_16	lysogenic	low quality draft
10	virus--NC_048865.1--fragment_3	lysogenic	low quality draft
10	virus--NC_004681.1--fragment_12	lysogenic	low quality draft
10	virus--NC_060136.1--fragment_3	lysogenic	low quality draft
10	virus--Gammaproteobacteria_gi_416434486-40992-91098--fragment_2	lysogenic	low quality draft
10	virus--3300006919_____Ga0070746_10000049--fragment_14	lysogenic	low quality draft
10	plasmid--NZ_CP016932.1--fragment_21	lysogenic	low quality draft
10	virus--NC_050151.1--fragment_2	lysogenic	low quality draft
10	virus--NC_031030.1--fragment_9	lysogenic	low quality draft
10	virus--NC_054812.1--fragment_11	lysogenic	low quality draft
10	virus--NC_054918.1--fragment_20	lysogenic	low quality draft
10	virus--3300002989_____JGI24143J45723_1000030--fragment_4	lysogenic	low quality draft
10	virus--NC_048657.1--fragment_4	lysogenic	low quality draft
10	virus--NC_011421.1--fragment_32	lysogenic	low quality draft
10	virus--3300008404_____Ga0115185_100465--fragment_3	lysogenic	low quality draft
10	virus--3300024254_____Ga0247661_1000001--fragment_13	lysogenic	low quality draft
10	virus--3300006105_____Ga0007819_1000028--fragment_7	lysogenic	low quality draft
10	virus--NC_004683.1--fragment_12	lysogenic	low quality draft
10	virus--Gammaproteobacteria_gi_419284141-44497-88015--fragment_8	lysogenic	low quality draft
10	virus--NC_011056.1--fragment_11	lysogenic	low quality draft
10	virus--NC_024214.1--fragment_12	lysogenic	low quality draft
10	virus--NC_029013.1--fragment_26	lysogenic	low quality draft
10	virus--3300008096_____Ga0114155_1000867--fragment_8	lysogenic	low quality draft
10	virus--NC_047880.1--fragment_50	lysogenic	low quality draft
10	virus--NC_009551.1--fragment_3	lysogenic	low quality draft
